product_id,nowtime,current_price,old_price,other,price_per_unit,product_description,vendor,product_name,units
1688554,2024-07-03 17:05:00,3.99,NA,$3.50 MIN 2,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-04 08:27:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-05 08:45:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-06 10:49:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-07 11:25:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-08 10:04:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-09 08:38:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-10 08:01:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-11 09:00:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-12 08:16:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-13 09:23:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-14 10:56:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-15 12:47:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-16 09:45:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-17 11:06:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-18 09:52:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-19 10:08:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-20 12:01:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-21 10:28:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-22 09:58:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-23 10:33:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-25 09:43:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-26 08:20:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-27 10:52:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-28 09:59:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-29 08:35:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-30 10:21:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-31 08:12:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-07-31 10:28:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-01 07:38:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-02 10:30:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-03 09:34:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-04 10:15:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-05 10:57:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-06 10:20:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-07 08:29:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-09 12:44:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-10 10:51:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-11 11:40:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-12 10:05:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-13 08:21:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-14 09:48:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-16 08:35:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-17 09:06:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-18 10:48:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-19 08:36:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-20 09:54:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-21 08:17:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-22 10:04:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-23 10:20:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-24 10:29:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-25 10:19:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-26 09:50:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-29 08:12:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-30 09:28:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-08-31 11:40:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-01 10:46:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-02 10:25:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-03 13:14:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-04 09:59:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-05 10:20:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-06 12:39:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-07 08:58:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-08 09:34:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-09 12:56:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-12 10:00:00,NA,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-13 09:24:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-14 10:04:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-15 13:22:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-16 11:37:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-17 10:44:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-18 10:05:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-19 10:14:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-20 09:40:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-21 09:23:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-22 08:58:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-23 08:13:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-24 09:48:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-25 09:20:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-26 10:08:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-27 09:50:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-28 10:29:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-29 09:22:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-09-30 09:54:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-01 10:26:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-02 08:21:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-03 08:38:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-04 09:22:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-05 10:32:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-06 11:17:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-07 09:11:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-08 10:17:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-09 08:22:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-10 08:32:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-11 09:25:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-12 09:56:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-13 09:19:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-14 10:32:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-15 10:00:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-16 09:21:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-18 11:32:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-19 09:14:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-20 16:09:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-21 08:25:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-22 08:27:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-23 09:14:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-28 08:42:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-29 12:07:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-30 10:27:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-10-31 08:30:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-11-01 10:42:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-11-02 09:38:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-11-03 15:18:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-11-04 10:10:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-11-07 08:31:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-11-08 09:55:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-11-09 10:38:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-11-10 09:46:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-11-11 10:08:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-11-12 09:21:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-11-13 10:00:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-11-14 08:50:00,4.29,NA,,0.64,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-02-28 16:08:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-02-29 16:15:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-01 16:10:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-02 16:06:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-03 16:04:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-05 16:05:00,NA,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-06 16:14:00,NA,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-07 16:19:00,NA,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-08 16:06:00,NA,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-09 16:07:00,NA,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-10 16:07:00,NA,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-11 16:05:00,NA,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-12 16:07:00,NA,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-18 22:52:00,NA,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-19 09:36:00,NA,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-20 10:43:00,NA,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-21 09:37:00,NA,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-22 10:00:00,NA,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-23 08:48:00,NA,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-24 09:42:00,NA,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-25 07:58:00,NA,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-26 09:10:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-26 09:29:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-27 09:33:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-28 09:48:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-29 10:02:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-30 09:57:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
1688554,2024-03-31 09:43:00,3.99,NA,,0.59,Loblaws~100% Whole Wheat Bread@675g^Dempster,Loblaws,100% Whole Wheat Bread,675g
